id,name,category,addr,desc,city,district,local_id
U041,新北市林口區林口市場,優良市集,新北市林口區林口路17號,林口零售市場沿革： 民國64年5月設立之傳統早市。 林口市場內簡潔清爽的氛圍，加上清楚明瞭的動線規劃，空間顯得寬敞明亮，整潔的地板與排汙設施，加上挑高的屋頂使空氣對流循環，讓這裡少了惱人的異味。商家十分熱情親切，總是時常揚起熱忱的笑臉招呼迎接每一個經過的顧客。市場內有許多知名美食攤位，吸引了許多當地民眾與遠地聞香前來的饕客，促進市場商機。  市場特色：具傳統特色之零售市場 營業總類：海鮮、雞、鴨、魚、獸肉、蔬果、燒烤、雜貨等類 交通資訊： 三重客運〈公西～板橋、公西北門、樹林～林口長庚、長庚大學～臺北市政府〉林口農會站。 桃園客運-林口農會站。 鄰近重要街道：中山路林口路口、中正老街,新北市,林口區,NPLK
U042,新北市林口東勢公有零售市場,優良市集,新北市林口區麗園一街35號,東勢市場鄰近麗園國小，以傳統零售市場經營，1樓為店鋪區、飲食區與百貨區，2樓為生鮮區，共計95攤(鋪)位，新鮮貨品應有盡有，符合民眾採買習慣及需求。讓附近住戶不必再奔波往返，市場的落成，實為林口一大福音。,新北市,林口區,NPLK
U043,金山第一公有零售市場,優良市集,新北市金山區中山路188號,金山第一公有零售市場緊臨金包里老街，是臺灣少數超過50年以上的傳統市集，除了當地居民外，周邊的石門、萬里地區的民眾也都會前來買菜。市場內除了新鮮漁獲、肉品等外，亦是金山農特產集中地，包括山菜、山藥、芋頭、箭竹筍、甘藷等著名的本地特產。,新北市,金山區,NPJS
U044,新北市泰山區泰山公有市場(甲),優良市集,新北市泰山區全興路212號,市場沿革： 新北市泰山區為活絡鄉內的經濟活動，特規劃興建「泰山區泰山公有市場」，以推動基層商業消費環境之改善，塑造高品質之現代化公有市場，期使提昇泰山區之居住品質，成為優質的城市，展現獨特的城鄉新魅力。 本規劃旨在訂立泰山區泰山公有市場之安置與承租辦法，安置對象以福泰街流動攤販為主，詳細規範安置程序，順利進行安置作業，期令泰山區基層商業整體品質得以提昇，促進整體泰山區之發展。  市場特色： 清潔、衛生、舒適(有中央空調)、便利(有免費接駁公車接送至市場)之現代化室內公有市場   泰山市場在節能方面，架設太陽能板，廁所改用噴霧式水龍頭，讓市場省電又省水。在環保方面，鼓勵消費者使用購物袋與手推車，讓塑膠袋使用量減少約30，市場攤商也鼓勵民眾回收廢電池、鐘錶，除了可減少環境污染，也真正落實環保。而全國僅有的4線免費接駁公車，方便民眾購物，不僅有助節能減碳，消費者也不用花錢在停車費上。  新北市泰山市場自93年啟用至今，獨創全國特有的免費接駁公車服務，將民眾由臺北市及新北市各地接駁至泰山市場，除可方便民眾購物，也大幅減少碳排量，落實低碳生活。市場1樓以細將咖啡、Aone領鮮果汁牛奶專賣等美食聞名，2樓部分則以販賣生鮮蔬果為主。 泰山市場也為回饋市場消費者，每年舉辦2次促銷活動，如市場年中慶活動與年底的集點活動，吸引為數不少的民眾參與，藉此提升營業額與強化市場形象，且也為回饋鄉里及消費民眾，自治會特成立土地公基金會，發放清寒獎助學金給泰山區內國中、小學學子，堪稱為國內首屈一指的親子友善市場。   營業總類： 飲食、百貨、五金、禽肉、畜肉、水產、果菜等類  交通資訊： 鄉內免費接駁公車(三線)、泰山~臺北(免費接駁公車)、803、805、508、五股-新泰路-臺北  鄰近重要街道： 全興路、仁愛路、仁德路、泰林路   -專家推薦 1.市場裝設LED燈，整潔明亮；全面推廣商品資訊標示，方便消費者選購商品。 2.自理組織十分用心經營市場，投入社區關懷活動，並成立基金回饋民眾，濟助弱勢族群，也提供獎學金補助。 3.有接駁車可來回臺北火車站與泰山市場。 4.垃圾分類回收工作成效卓越。 5.推廣「減塑運動」，鼓勵攤商貼示商品資訊標誌，給自備購物袋的顧客購物折扣。 6.攤位裝設LED燈。 ,新北市,泰山區,NPTA
G005,新北市泰山區泰山公有市場(乙),綠色市集,新北市泰山區全興路212號,市場沿革： 新北市泰山區為活絡鄉內的經濟活動，特規劃興建「泰山區泰山公有市場」，以推動基層商業消費環境之改善，塑造高品質之現代化公有市場，期使提昇泰山區之居住品質，成為優質的城市，展現獨特的城鄉新魅力。 本規劃旨在訂立泰山區泰山公有市場之安置與承租辦法，安置對象以福泰街流動攤販為主，詳細規範安置程序，順利進行安置作業，期令泰山區基層商業整體品質得以提昇，促進整體泰山區之發展。  市場特色： 清潔、衛生、舒適(有中央空調)、便利(有免費接駁公車接送至市場)之現代化室內公有市場   泰山市場在節能方面，架設太陽能板，廁所改用噴霧式水龍頭，讓市場省電又省水。在環保方面，鼓勵消費者使用購物袋與手推車，讓塑膠袋使用量減少約30，市場攤商也鼓勵民眾回收廢電池、鐘錶，除了可減少環境污染，也真正落實環保。而全國僅有的4線免費接駁公車，方便民眾購物，不僅有助節能減碳，消費者也不用花錢在停車費上。  新北市泰山市場自93年啟用至今，獨創全國特有的免費接駁公車服務，將民眾由臺北市及新北市各地接駁至泰山市場，除可方便民眾購物，也大幅減少碳排量，落實低碳生活。市場1樓以細將咖啡、Aone領鮮果汁牛奶專賣等美食聞名，2樓部分則以販賣生鮮蔬果為主。 泰山市場也為回饋市場消費者，每年舉辦2次促銷活動，如市場年中慶活動與年底的集點活動，吸引為數不少的民眾參與，藉此提升營業額與強化市場形象，且也為回饋鄉里及消費民眾，自治會特成立土地公基金會，發放清寒獎助學金給泰山區內國中、小學學子，堪稱為國內首屈一指的親子友善市場。   營業總類： 飲食、百貨、五金、禽肉、畜肉、水產、果菜等類  交通資訊： 鄉內免費接駁公車(三線)、泰山~臺北(免費接駁公車)、803、805、508、五股-新泰路-臺北  鄰近重要街道： 全興路、仁愛路、仁德路、泰林路   -專家推薦 1.市場裝設LED燈，整潔明亮；全面推廣商品資訊標示，方便消費者選購商品。 2.自理組織十分用心經營市場，投入社區關懷活動，並成立基金回饋民眾，濟助弱勢族群，也提供獎學金補助。 3.有接駁車可來回台北火車站與泰山市場。 4.垃圾分類回收工作成效卓越。 5.推廣「減塑運動」，鼓勵攤商貼示商品資訊標誌，給自備購物袋的顧客購物折扣。 6.攤位裝設LED燈。 ,新北市,泰山區,NPTA
U045,新北市淡水區中正公有零售市場,優良市集,新北市淡水區中正路115號,本市場98年度執行改建。 淡水中正市場濃厚的鄉土人情，加以捷運開通、中正路拓寬，便捷的交通網絡使該市場成為假日最佳熱門景點。設立已近40年，從原有的傳統市場，改建為符合消費者乾淨、明亮、舒適、貨色齊全之購物環境需求，結合周邊景點與街頭藝人特色，重新以觀光市場之姿再展現其風華。,新北市,淡水區,NPTS
U046,新北市淡水中山公有零售市場,優良市集,新北市淡水區中山路77號,中山市場標榜「安全、衛生、動線好」，一樓可進駐27個攤販，二、三樓為機車停車場；內部設施完善，具整潔明亮購物環境，將傳統市場徹底改頭換面。販賣的商品豐富多樣，攤商們把美食與百貨商品精美呈現，新鮮美味立即可見、貨真價實童叟無欺，並不定時推出促銷活動，歡迎民眾前往挖寶。,新北市,淡水區,NPTS
U047,瑞芳第二公有零售市場,優良市集,新北市瑞芳區民生街35巷2號,瑞芳第二市場面臨瑞芳火車站，成立迄今已有50餘年，如今發展成為美食街，加上水金九的觀光客，每到假日總是將市場擠著水洩不通，名聲響海內外。 市場內各類特色美食應有盡有，福州胡椒餅、龍鳳腿、肉羹麵、牛肉麵、蚵仔煎等，都讓人們不辭辛勞遠從其他縣市慕名而來，如此經典美味，值得您前往品嚐！,新北市,瑞芳區,NPRF
U048,新北市蘆洲區永平公有零售市場,優良市集,新北市蘆洲區永平街1號,永平公有市場，是社區居民的活動中心，常常一早便相邀來到此地一同聊天購物。。現代化的建築內含著傳統特色，販售各類海鮮、雞、鴨、魚肉、蔬果、燒烤、雜貨等；有趣的是，市場內部還有著男士理髮廳與女士挽面等的專業理容院，不但讓社區裡的長輩們在逛街買菜之餘，還能讓自己變得美美的、帥帥的。  電話：02-2281-7273 營業型態：06:00-14:00(每週一休市) ,新北市,蘆洲區,NPLZ
U070,臺北市士林區士東市場(甲),優良市集,臺北市士林區士東路100號,士東市場，一個皆具傳統及現代風貌的公有零售市場。 自民國81年成立至今，透過市場自治會、攤商及政府機關之努力，榮享五星級市集之美譽，並為經濟部商業司選定之模範市場之一。士東市場鄰近外籍人士較多的天母商圈，市場的傳統台灣風味及各色新鮮食材，深深吸引在地的外國人士。 市場內賣場整潔明亮乾淨，設有空調設備，一樓設127攤經營蔬菜、花卉、肉類、鮮魚、什貨、素食等；二樓設128攤經營百貨、皮飾、古董、珠寶、飲食等樣樣齊全，提供顧客一次購足的方便。 為響應環保節能，士東市場除建置有太陽能光電系統外，市場內之食材多為台灣本土產地，有效減少碳排防量，且垃圾分類及資源回收亦確實進行。 市場自治會積極與社區建立良好關係，辦理各項活動，以回饋消費民眾。  士東市場位於外籍人士聚集的天母，因此市集展現的是一種和諧、精緻的市井風情，除了販賣生鮮蔬果之外，更有許多知名傳統小吃攤，均以平凡的好滋味與優質服務聞名。另外，士東市場致力打造成為模範綠能環保市場，除了鼓勵攤商全面更換節能燈管、進行垃圾全面分類，並提供消費者手推車購物服務，值得其他市場仿效。市場內部乾淨，採光通風良好，並設置有地下停車場，在時常下雨的北部是採買食材的好地方。市場全體攤商態度親切，富有人情味，可感受到臺北獨特的城市味道，更反映了在地生活的日常百態。  士東市場在節能方面，除了架設太陽能板，自治會為推廣環保，免費替市場攤商更換節能燈管。另外於1樓增設蓄水池，收納1樓與2樓可使用之用水，充分達到水資源回收再利用。而在環保方面，也透過紙箱回收，每月可增加平均2萬元的市場公用基金；市場提供的手推車，也可大幅減少不必要的塑膠袋使用量；市場自行發明的環保捕蠅罐，主要利用回收的寶特瓶改裝後捕蠅，既環保又天然，相當值得其他市場仿效。  -專家推薦 1.整體市場販售品項豐富，為一完整的購物市場。 2.待客親切，市場氣氛融洽，讓顧客購物時感受到溫暖的氣息。 3.市場整體環境乾淨，衛生良好。 4.市場二樓商店街區相當具有特色，也符合現代人外食的潮流。 5.垃圾分類回收工作成效卓越。 6.裝設節水設備及集水器，強化節電設施，節電效率提高，值得肯定。 ,臺北市,士林區,TPSH
G008,臺北市士林區士東市場(乙),綠色市集,臺北市士林區士東路100號,士東市場，一個皆具傳統及現代風貌的公有零售市場。 自民國81年成立至今，透過市場自治會、攤商及政府機關之努力，榮享五星級市集之美譽，並為經濟部商業司選定之模範市場之一。士東市場鄰近外籍人士較多的天母商圈，市場的傳統台灣風味及各色新鮮食材，深深吸引在地的外國人士。 市場內賣場整潔明亮乾淨，設有空調設備，一樓設127攤經營蔬菜、花卉、肉類、鮮魚、什貨、素食等；二樓設128攤經營百貨、皮飾、古董、珠寶、飲食等樣樣齊全，提供顧客一次購足的方便。 為響應環保節能，士東市場除建置有太陽能光電系統外，市場內之食材多為台灣本土產地，有效減少碳排防量，且垃圾分類及資源回收亦確實進行。 市場自治會積極與社區建立良好關係，辦理各項活動，以回饋消費民眾。  士東市場位於外籍人士聚集的天母，因此市集展現的是一種和諧、精緻的市井風情，除了販賣生鮮蔬果之外，更有許多知名傳統小吃攤，均以平凡的好滋味與優質服務聞名。另外，士東市場致力打造成為模範綠能環保市場，除了鼓勵攤商全面更換節能燈管、進行垃圾全面分類，並提供消費者手推車購物服務，值得其他市場仿效。市場內部乾淨，採光通風良好，並設置有地下停車場，在時常下雨的北部是採買食材的好地方。市場全體攤商態度親切，富有人情味，可感受到臺北獨特的城市味道，更反映了在地生活的日常百態。  士東市場在節能方面，除了架設太陽能板，自治會為推廣環保，免費替市場攤商更換節能燈管。另外於1樓增設蓄水池，收納1樓與2樓可使用之用水，充分達到水資源回收再利用。而在環保方面，也透過紙箱回收，每月可增加平均2萬元的市場公用基金；市場提供的手推車，也可大幅減少不必要的塑膠袋使用量；市場自行發明的環保捕蠅罐，主要利用回收的寶特瓶改裝後捕蠅，既環保又天然，相當值得其他市場仿效。  -專家推薦 1.整體市場販售品項豐富，為一完整的購物市場。 2.待客親切，市場氣氛融洽，讓顧客購物時感受到溫暖的氣息。 3.市場整體環境乾淨，衛生良好。 4.市場二樓商店街區相當具有特色，也符合現代人外食的潮流。 5.垃圾分類回收工作成效卓越。 6.裝設節水設備及集水器，強化節電設施，節電效率提高，值得肯定。 ,臺北市,士林區,TPSH
U071,臺北市中山區松江市場,優良市集,臺北市中山區錦州街222號,縣市：臺北市 市場名稱：松江市場 地址：臺北市錦州街222號 電話：0916-082-336 / 02-2341-5241*2120 網址：無 營業型態：全日(07：00~17：00) 總攤位數：150 內文說明： ‧現況介紹 松江市場鄰近香火鼎盛的行天宮，自民國65年營運迄今，以中等的市場規模收納了吉林路與長春路周邊的攤商入市，依據攤商業種不同將加工熟食、生鮮食材與百貨雜貨分區，麻雀雖小五臟俱全，深受社區居民依賴與喜愛，作為居民民生消費與日常採購的主要場域。市場旁即捷運行天宮站交通便利，以許多饕客耳熟能詳的熟食名攤，招攬不少中外遊客前往遊逛。 此外，自理組織為確保商品品質與販售價格穩定，亦著力於避免市場內攤商惡性競爭，故松江市場總能提供物美價廉之各式商品，另因鄰近公園綠地亦十分適合親子出遊或全家遊逛，攤商們的熱切招呼與親切態度，市場內外乾淨整潔與巧思妝點，更是松江市場擄獲消費客群芳心的原因。  松江市場鄰近香火鼎盛的行天宮，「麻雀雖小五臟俱全」是市場的最佳寫照，商品種類豐富多元，且分區清楚，更以物美價廉見著，打造不少熟食名攤，吸引各方饕客及遊客前往市場遊逛品嚐。內部環境不僅寬敞乾淨且整潔通風，外觀更有巧思妝點，深受社區居民依賴與喜愛，為居民民生消費與日常採購的主要場域。  ‧特色說明 1.市場可謂麻雀雖小五臟俱全，內部不僅寬敞乾淨且整潔通風，外觀更有巧思妝點 2.以物美價廉見著，更打造不少熟食名攤，吸引各方饕客及遊客前往市場遊逛品嚐 ,臺北市,中山區,TPZS
U072,臺北市中山區大直市場,優良市集,臺北市中山區北安路458巷41弄3號,縣市：臺北市 市場名稱：大直市場 地址：臺北市北安路458巷41弄3號 電話：02-2532-2782 網址：無 營業型態：全日(07：00~17：00) 總攤位數：82 內文說明： ‧現況介紹 大直市場創建於民國五十年間，由臺北市政府徵收規劃興建，用以安置大直橋下攤販業者，之後逐漸發展成大直地區民眾採買蔬果鮮食的主要市場，自捷運文湖線開通之後，更因交通往來便捷消費客群擴大，亦於民國99年進行改建翻修，以煥然一新之市場外貌吸引不少民眾前來遊逛採購。 市場空間小巧可愛，商品繁多應有盡有，各攤商品陳列整齊且富美感，攤商親切和氣的招呼聲，更顯市場溫馨和諧之氛圍，適合親子一同前往遊逛。坐落於住宅區內，不僅沒有過度的喧嘩嘈雜，市場內不僅整潔明亮，一致的攤招設計裝設更富質感，加以裝設空調設備，提供消費者舒適歡愉的購物環境。 ‧特色說明 1.交通便利且緊鄰捷運文湖線，市場小巧可愛且富特色，可望擴張客群 2.坐落之處為學區與住宅區所環繞，提供社區居民便利舒適的購物環境 ,臺北市,中山區,TPZS
U073,臺北市中正區南門市場(甲),優良市集,臺北市中正區羅斯福路一段8號,縣市：臺北市 市場名稱：南門市場 地址：臺北市中正區羅斯福路一段8號 電話：02-2321-8069 營業型態：全日(07：00~19：00) 總攤位數：273 內文說明： ‧市場沿革 南門市場堪稱臺北市歷史最為悠久的公有傳統市場之一，前身為成立於民國前五年的「千歲町市場」市場，民國71年7月改建綜合行政大樓，72年6月重新開業。 ‧現況介紹 目前地下一樓販賣生鮮食材、一樓經營南北雜貨與熟食菜餚、二樓則販售服飾精品等，市場內以北方糕點、南北雜貨、各式醬料與特色熟食聞名，為民眾採購生鮮食材與各式菜餚的集散地。 近年更強調能源節約之重要性，建物本體裝設太陽能板提供部分電力，且建物外觀建置特色植栽牆，以實際行動落實節能減碳並以環境綠化之方式，形構並強化南門市場之特色，不僅美化環境也濾淨空氣，對於地處交通樞紐之南門市場，實有降低因運輸產生空氣污染之成效。  南門市場在節能方面，除了架設太陽能板，並鼓勵攤商改裝為省電、亮度又足的T5燈管。在環保部分將垃圾分類規劃得宜，並建置完善的廢棄物及資源回收機制，榮獲臺北市公有傳統市場整體環境第1名，同時鼓勵消費者重覆使用環保袋，亦鼓勵攤商提供天然無毒、使用後丟棄可分解的塑膠袋。市場外圍大量種植綠色植栽，可有效且大幅度降低建築物因陽光直射的溫度，並節省冷氣用電，現在的南門市場已蛻變成為符合世界潮流的環保綠建築。  南門市場自日本統治時期即為蔬果集散中心，在當時的名稱為「千歲町市場」，後經改建成為現有的建物，一樓專門販賣南北雜貨與熟食，地下1樓專賣生肉、海鮮及生鮮蔬菜。南門市場以北方糕點、南北雜貨、各式醬料聞名，涵括了大江南北的口味，百吃不膩，許多知名老店如南園、常興、萬有全、合興糕糰店、億長御坊等等，常常可見排隊人潮，除了以上名攤外，市場內還充滿了各式各樣的美食記憶，許多食材及傳統美味更是其他地方採買不到的，讓許多聞名而至的消費者流連忘返。  ‧特色說明 1.百年市場，備有各式南北雜貨及地道熟食糕點 2.位於捷運站旁且多班公車行經，周邊交通便利 3.重視友善無障礙空間打造，並且備有示範公廁  ‧專家推薦 1.設置資源回收區及省電、節水設施，走廊全面綠美化。 2.加強綠色經營宣導，推廣「減塑」、「環保洗劑」，鼓勵攤商使用可分解塑膠袋，並使用節能燈具。 3.南門市場設置專門網站，多家業者設有宅配，讓更多消費者可以透過網路無遠弗屆的力量購買喜歡的商品。 4.自100年起連續3年榮獲優良市集4星認證。 5.攤商排列整齊，市集看起來井然有序。 ,臺北市,中正區,TPZZ
